Race,Gender,Age,Education,Party,Vote,Ideology,Income,Union,Athlete,Friend of Athlete,Region,Support for NCAA Athletes,Support for NCAA Administrators,Racial Resentment Score,Linked Fate Score,Treatment Group,Payment Score,Protest Score,Pandemic Score,Violation Response,Suspension Response,Draft Response,Compensation Response,Social Image Response,Pandemic Response,LF,RR
WHITE,MALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,1,3,Race Neutral Control Group,2,3,3,Y,N,N,X,X,X,MID,MID
MIXED,MALE,THIRTIES,SOME_COLL,IND,YES,MOD,25k - 50k,NO,X,NO,SOUTHWEST,SUPPORT,NEITHER,0,0,Racial Resentment Treatment Group,0,3,2,N,N,N,N,Y,N,MID,MID
WHITE,MALE,THIRTIES,MAST,IND,YES,MOD,51k - 100k,NO,X,NO,MIDWEST,S_SUPPORT,SUPPORT,4,4,Retail Control Group,-3,2,-2,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,FORTIES,SOME_COLL,IND,YES,CON,25k - 50k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,-3,-2,Race Neutral Control Group,-3,-4,-3,N,N,N,X,X,X,LOW,HIGH
WHITE,FEMALE,FORTIES,SOME_COLL,DEM,YES,MOD,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,6,3,Retail Control Group,-3,3,0,X,X,X,X,X,X,MID,LOW
BLACK,MALE,THIRTIES,PROF,REP,YES,CON,0 - 24k,YES,X,YES,SOUTHWEST,S_SUPPORT,S_SUPPORT,1,5,Race Neutral Control Group,1,-2,0,Y,Y,N,X,X,X,MID,MID
WHITE,MALE,TWENTIES,HS_GED,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,SUPPORT,3,4,Retail Control Group,-1,3,2,X,X,X,X,X,X,MID,MID
BLACK,FEMALE,THIRTIES,SOME_COLL,DEM,YES,LIB,25k - 50k,NO,X,NO,MIDWEST,S_SUPPORT,S_SUPPORT,2,3,Retail Control Group,2,3,3,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,FIFTIES,BACH,IND,YES,LIB,0 - 24k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,5,4,Racial Resentment Treatment Group,1,4,3,Y,Y,Y,Y,N,N,MID,MID
WHITE,MALE,THIRTIES,BACH,DEM,YES,MOD,51k - 100k,YES,X,YES,SOUTHEAST,S_SUPPORT,SUPPORT,8,3,Racial Resentment Treatment Group,3,2,-2,N,N,N,N,Y,N,MID,LOW
X,X,X,MAST,DEM,YES,MOD,51k - 100k,YES,X,NO,NORTHEAST,X,X,0,3,Linked Fate Treatment Group,1,0,-1,N,N,N,N,N,N,MID,MID
WHITE,MALE,FORTIES,MAST,IND,YES,MOD,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,-1,1,Racial Resentment Treatment Group,-1,4,2,Y,Y,N,Y,N,N,MID,HIGH
WHITE,FEMALE,SEVENTIES,SOME_COLL,DEM,YES,LIB,0 - 24k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,4,5,Retail Control Group,-3,2,2,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,FORTIES,SOME_COLL,DEM,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,SUPPORT,5,-1,Linked Fate Treatment Group,0,-3,-1,Y,N,N,N,Y,Y,LOW,MID
WHITE,MALE,FIFTIES,SOME_COLL,DEM,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,NEITHER,0,2,Linked Fate Treatment Group,-3,0,3,N,N,N,Y,N,N,MID,MID
BLACK,MALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,WESTCOAST,SUPPORT,NEITHER,8,2,Racial Resentment Treatment Group,2,0,2,Y,Y,Y,Y,N,Y,MID,LOW
WHITE,MALE,THIRTIES,ASSOC,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,4,6,Racial Resentment Treatment Group,1,4,3,Y,Y,Y,Y,N,N,HIGH,MID
WHITE,FEMALE,FORTIES,MAST,IND,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,S_SUPPORT,NEITHER,-4,1,Linked Fate Treatment Group,-3,-1,3,N,N,N,N,Y,Y,MID,HIGH
WHITE,MALE,FIFTIES,MAST,IND,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,S_SUPPORT,SUPPORT,2,6,Linked Fate Treatment Group,2,4,3,Y,Y,N,Y,N,N,HIGH,MID
WHITE,FEMALE,THIRTIES,HS_GED,DEM,YES,LIB,25k - 50k,YES,X,NO,WESTCOAST,S_SUPPORT,NEITHER,0,2,Retail Control Group,0,3,3,X,X,X,X,X,X,MID,MID
WHITE,MALE,SEVENTIES,BACH,IND,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,OPPOSE,3,4,Race Neutral Control Group,-1,0,3,X,N,N,X,X,X,MID,MID
WHITE,FEMALE,SIXTIES,SOME_COLL,REP,YES,CON,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,1,-1,Retail Control Group,-3,-2,3,X,X,X,X,X,X,LOW,MID
WHITE,FEMALE,SIXTIES,ASSOC,REP,YES,LIB,0 - 24k,NO,X,NO,WESTCOAST,NEITHER,SUPPORT,-1,3,Race Neutral Control Group,2,4,3,X,N,N,X,X,X,MID,HIGH
WHITE,FEMALE,FORTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,4,2,Racial Resentment Treatment Group,-1,4,3,Y,N,N,Y,N,N,MID,MID
BLACK,FEMALE,SIXTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,SUPPORT,SUPPORT,5,5,Linked Fate Treatment Group,0,3,2,Y,Y,Y,Y,N,N,MID,MID
BLACK,MALE,FORTIES,SOME_HS,IND,YES,LIB,0 - 24k,NO,X,YES,SOUTHEAST,SUPPORT,NEITHER,4,6,Racial Resentment Treatment Group,1,4,3,Y,Y,N,N,N,N,HIGH,MID
BLACK,MALE,THIRTIES,MAST,REP,YES,CON,51k - 100k,NO,X,YES,SOUTHWEST,SUPPORT,SUPPORT,6,5,Race Neutral Control Group,2,1,1,Y,Y,Y,X,X,X,MID,LOW
BLACK,FEMALE,TWENTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,WESTCOAST,SUPPORT,SUPPORT,6,5,Linked Fate Treatment Group,3,3,3,Y,Y,Y,Y,N,N,MID,LOW
BLACK,MALE,TWENTIES,SOME_COLL,DEM,YES,LIB,25k - 50k,NO,X,YES,WESTCOAST,SUPPORT,NEITHER,6,7,Retail Control Group,0,4,2,X,X,X,X,X,X,HIGH,LOW
ASIAN,MALE,TWENTIES,BACH,REP,YES,MOD,25k - 50k,NO,X,NO,SOUTHEAST,NEITHER,OPPOSE,-2,1,Racial Resentment Treatment Group,0,-2,1,X,N,N,N,Y,N,MID,HIGH
BLACK,MALE,TWENTIES,X,X,X,LIB,51k - 100k,NO,YES,YES,MIDATLANTIC,S_OPPOSE,X,0,7,,0,0,0,X,X,X,X,X,X,HIGH,MID
X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0,,0,0,0,X,X,X,X,X,X,MID,MID
BLACK,MALE,TWENTIES,SOME_COLL,X,X,LIB,25k - 50k,NO,NO,NO,MIDATLANTIC,S_OPPOSE,X,5,7,,0,0,0,X,X,X,X,X,X,HIGH,MID
MIXED,FEMALE,TWENTIES,SOME_COLL,X,X,MOD,0 - 24k,NO,YES,NO,SOUTHEAST,S_OPPOSE,X,6,7,,0,0,0,X,X,X,X,X,X,HIGH,LOW
WHITE,MALE,TWENTIES,SOME_COLL,X,X,MOD,301k - 500k,NO,NO,NO,NORTHEAST,S_OPPOSE,X,6,6,,0,0,0,X,X,X,X,X,X,HIGH,LOW
BLACK,MALE,TWENTIES,BACH,X,X,MOD,51k - 100k,NO,NO,NO,NORTHEAST,S_OPPOSE,X,0,5,,0,0,0,X,X,X,X,X,X,MID,MID
WHITE,MALE,TWENTIES,SOME_COLL,X,X,MOD,0 - 24k,NO,YES,YES,MIDATLANTIC,S_OPPOSE,X,2,5,,0,0,0,X,X,X,X,X,X,MID,MID
MIXED,MALE,TWENTIES,HS_GED,X,X,MOD,0 - 24k,NO,NO,NO,FOREIGN,S_OPPOSE,X,6,6,,0,0,0,X,X,X,X,X,X,HIGH,LOW
MIXED,MALE,TWENTIES,BACH,X,X,MOD,51k - 100k,NO,NO,NO,NORTHEAST,S_OPPOSE,X,1,6,,0,0,0,X,X,X,X,X,X,HIGH,MID
X,X,X,X,X,X,X,X,X,X,YES,NORTHEAST,S_OPPOSE,X,1,2,,0,0,0,X,X,X,X,X,X,MID,MID
BLACK,MALE,FORTIES,SOME_HS,X,X,CON,0 - 24k,YES,YES,YES,NORTHEAST,S_OPPOSE,X,0,6,,0,0,0,X,X,X,X,X,X,HIGH,MID
WHITE,MALE,EIGHTIES,SOME_HS,X,X,CON,0 - 24k,YES,YES,NO,NORTHEAST,X,X,0,1,,0,0,0,X,X,X,X,X,X,MID,MID
BLACK,MALE,TWENTIES,BACH,X,X,MOD,301k - 500k,NO,NO,YES,SOUTHEAST,S_OPPOSE,X,2,5,,0,0,0,X,X,X,X,X,X,MID,MID
BLACK,MALE,TWENTIES,SOME_COLL,X,X,MOD,25k - 50k,YES,X,YES,MIDATLANTIC,S_OPPOSE,X,6,5,,0,0,0,X,X,X,X,X,X,MID,LOW
MIXED,MALE,TWENTIES,HS_GED,X,X,MOD,0 - 24k,NO,X,YES,NORTHEAST,S_OPPOSE,X,5,7,,0,0,0,X,X,X,X,X,X,HIGH,MID
BLACK,MALE,TWENTIES,HS_GED,X,X,LIB,51k - 100k,NO,X,NO,NORTHEAST,S_OPPOSE,X,5,6,,0,0,0,X,X,X,X,X,X,HIGH,MID
BLACK,MALE,TWENTIES,HS_GED,X,X,LIB,25k - 50k,NO,X,YES,NORTHEAST,OPPOSE,X,5,6,,0,0,0,X,X,X,X,X,X,HIGH,MID
BLACK,MALE,TWENTIES,ASSOC,X,X,LIB,51k - 100k,NO,X,YES,NORTHEAST,S_OPPOSE,X,0,6,,0,0,0,X,X,X,X,X,X,HIGH,MID
HISP_LAT,OTHER,X,PROF,X,X,LIB,25k - 50k,X,YES,X,X,X,X,0,0,,0,0,0,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,X,ASSOC,X,X,X,25k - 50k,YES,X,YES,MIDATLANTIC,S_OPPOSE,X,1,3,,0,0,0,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,TWENTIES,HS_GED,X,X,MOD,51k - 100k,NO,X,YES,SOUTHEAST,S_OPPOSE,X,6,7,,0,0,0,X,X,X,X,X,X,HIGH,LOW
WHITE,FEMALE,TWENTIES,HS_GED,X,X,MOD,51k - 100k,NO,X,YES,SOUTHEAST,S_OPPOSE,X,6,7,,0,0,0,X,X,X,X,X,X,HIGH,LOW
WHITE,FEMALE,TEENS,SOME_COLL,X,X,MOD,500k+,NO,X,NO,MIDWEST,S_OPPOSE,X,5,6,,0,0,0,X,X,X,X,X,X,HIGH,MID
WHITE,FEMALE,TEENS,HS_GED,X,X,CON,301k - 500k,NO,X,NO,MIDATLANTIC,S_OPPOSE,X,0,4,,0,0,0,X,X,X,X,X,X,MID,MID
X,X,X,X,X,X,X,X,X,X,X,NORTHWEST,X,X,-1,0,,0,0,0,X,X,X,X,X,X,MID,HIGH
ASIAN,MALE,X,HS_GED,X,X,LIB,25k - 50k,X,X,X,X,X,X,0,3,,0,0,0,X,X,X,X,X,X,MID,MID
WHITE,MALE,TWENTIES,SOME_COLL,X,X,MOD,301k - 500k,NO,X,NO,NORTHEAST,S_SUPPORT,OPPOSE,6,3,Race Neutral Control Group,-1,4,1,Y,N,N,X,X,X,MID,LOW
MIXED,FEMALE,TWENTIES,HS_GED,X,X,MOD,X,NO,X,NO,FOREIGN,NEITHER,NEITHER,5,7,Racial Resentment Treatment Group,-3,4,2,Y,X,X,Y,X,N,HIGH,MID
WHITE,MALE,FIFTIES,PROF,X,X,MOD,500k+,NO,X,NO,NORTHEAST,SUPPORT,NEITHER,4,5,Retail Control Group,2,3,3,X,X,X,X,X,X,MID,MID
WHITE,MALE,TWENTIES,BACH,X,X,MOD,301k - 500k,NO,X,NO,MIDATLANTIC,SUPPORT,OPPOSE,5,4,Linked Fate Treatment Group,0,4,-2,Y,N,N,Y,N,N,MID,MID
WHITE,FEMALE,TWENTIES,SOME_COLL,X,X,MOD,301k - 500k,YES,X,NO,FOREIGN,NEITHER,NEITHER,0,6,Linked Fate Treatment Group,-1,1,2,Y,Y,N,Y,N,N,HIGH,MID
WHITE,FEMALE,TWENTIES,BACH,X,X,LIB,0 - 24k,NO,X,YES,NORTHEAST,S_OPPOSE,S_OPPOSE,6,7,Retail Control Group,2,4,3,X,X,X,X,X,X,HIGH,LOW
WHITE,FEMALE,THIRTIES,BACH,X,X,MOD,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,5,4,Racial Resentment Treatment Group,-2,2,-2,N,N,N,N,Y,N,MID,MID
BLACK,MALE,TWENTIES,HS_GED,X,X,MOD,51k - 100k,NO,X,NO,NORTHEAST,S_SUPPORT,OPPOSE,6,3,Race Neutral Control Group,0,4,-3,N,N,N,X,X,X,MID,LOW
WHITE,MALE,TWENTIES,BACH,X,X,MOD,301k - 500k,NO,X,NO,FOREIGN,NEITHER,OPPOSE,0,5,Retail Control Group,0,3,2,X,X,X,X,X,X,MID,MID
BLACK,MALE,FORTIES,SOME_COLL,X,X,MOD,51k - 100k,NO,X,YES,MIDATLANTIC,SUPPORT,SUPPORT,5,3,Linked Fate Treatment Group,1,1,-2,Y,Y,N,Y,N,N,MID,MID
BLACK,MALE,TWENTIES,BACH,X,X,LIB,51k - 100k,NO,X,YES,MIDATLANTIC,S_SUPPORT,S_SUPPORT,5,6,Racial Resentment Treatment Group,-3,3,0,N,N,N,X,N,N,HIGH,MID
ASIAN,MALE,X,BACH,X,X,CON,500k+,NO,X,NO,FOREIGN,S_OPPOSE,S_OPPOSE,-6,-2,Race Neutral Control Group,-3,1,3,Y,Y,N,X,X,X,LOW,HIGH
WHITE,FEMALE,FORTIES,SOME_COLL,X,X,MOD,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,NEITHER,-1,-1,Linked Fate Treatment Group,-3,3,1,Y,N,N,Y,N,N,LOW,HIGH
BLACK,FEMALE,TWENTIES,SOME_COLL,X,X,LIB,0 - 24k,NO,X,NO,FOREIGN,SUPPORT,SUPPORT,4,7,Linked Fate Treatment Group,-2,3,1,Y,Y,N,Y,N,N,HIGH,MID
BLACK,FEMALE,FORTIES,BACH,X,X,CON,51k - 100k,YES,X,YES,WESTCOAST,NEITHER,NEITHER,6,6,Racial Resentment Treatment Group,-1,3,2,N,X,N,N,Y,X,HIGH,LOW
WHITE,X,TWENTIES,SOME_COLL,X,X,MOD,500k+,NO,X,NO,NORTHEAST,S_SUPPORT,NEITHER,4,5,Racial Resentment Treatment Group,-1,4,-1,Y,N,N,N,Y,N,MID,MID
BLACK,FEMALE,SIXTIES,BACH,X,X,MOD,51k - 100k,NO,X,YES,NORTHEAST,NEITHER,NEITHER,5,4,Race Neutral Control Group,0,4,2,Y,Y,N,X,X,X,MID,MID
WHITE,MALE,TWENTIES,SOME_COLL,X,X,MOD,301k - 500k,NO,X,NO,NORTHEAST,S_SUPPORT,OPPOSE,0,5,Retail Control Group,-1,2,-2,X,X,X,X,X,X,MID,MID
ASIAN,FEMALE,TWENTIES,SOME_COLL,X,X,LIB,51k - 100k,NO,X,NO,MIDATLANTIC,NEITHER,NEITHER,0,6,Race Neutral Control Group,-1,4,2,Y,Y,N,X,X,X,HIGH,MID
WHITE,FEMALE,TWENTIES,SOME_COLL,X,X,MOD,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,0,6,Retail Control Group,1,4,3,X,X,X,X,X,X,HIGH,MID
ASIAN,MALE,TWENTIES,HS_GED,X,X,LIB,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,4,6,Retail Control Group,2,4,3,X,X,X,X,X,X,HIGH,MID
WHITE,FEMALE,TWENTIES,HS_GED,X,X,LIB,25k - 50k,NO,X,NO,NORTHEAST,OPPOSE,S_OPPOSE,0,5,Race Neutral Control Group,3,4,3,Y,N,N,X,X,X,MID,MID
WHITE,MALE,TWENTIES,SOME_COLL,X,X,LIB,0 - 24k,NO,X,NO,MIDWEST,NEITHER,NEITHER,3,6,Racial Resentment Treatment Group,2,4,3,Y,N,Y,N,N,N,HIGH,MID
WHITE,FEMALE,TWENTIES,SOME_COLL,X,X,LIB,X,NO,X,NO,MIDWEST,NEITHER,NEITHER,0,5,Linked Fate Treatment Group,0,4,2,Y,Y,N,N,N,N,MID,MID
MIXED,MALE,TWENTIES,SOME_COLL,X,X,MOD,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,0,2,Racial Resentment Treatment Group,1,0,-1,N,N,Y,N,N,Y,MID,MID
WHITE,FEMALE,TWENTIES,SOME_COLL,X,X,LIB,0 - 24k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,6,7,Retail Control Group,1,4,3,X,X,X,X,X,X,HIGH,LOW
WHITE,FEMALE,TWENTIES,SOME_COLL,X,X,LIB,51k - 100k,NO,X,NO,NORTHWEST,S_SUPPORT,S_SUPPORT,3,5,Linked Fate Treatment Group,0,4,-2,Y,N,N,Y,N,N,MID,MID
ASIAN,FEMALE,TEENS,HS_GED,X,X,LIB,51k - 100k,NO,X,NO,MIDATLANTIC,NEITHER,NEITHER,5,6,Linked Fate Treatment Group,-1,3,3,Y,Y,Y,N,Y,N,HIGH,MID
ASIAN,MALE,TEENS,SOME_COLL,X,X,LIB,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,OPPOSE,4,6,Race Neutral Control Group,1,3,2,Y,N,N,X,X,X,HIGH,MID
ASIAN,FEMALE,TEENS,SOME_COLL,X,X,LIB,51k - 100k,NO,X,YES,SOUTHWEST,SUPPORT,NEITHER,5,7,Retail Control Group,2,3,3,X,X,X,X,X,X,HIGH,MID
MIXED,FEMALE,TEENS,SOME_COLL,X,X,LIB,301k - 500k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,6,6,Racial Resentment Treatment Group,-2,3,2,Y,N,N,N,N,N,HIGH,LOW
ASIAN,FEMALE,TEENS,HS_GED,X,X,MOD,51k - 100k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,1,3,Linked Fate Treatment Group,0,3,3,N,N,N,N,Y,Y,MID,MID
WHITE,FEMALE,TWENTIES,SOME_COLL,X,X,MOD,0 - 24k,NO,X,NO,MIDWEST,NEITHER,NEITHER,0,2,Race Neutral Control Group,1,4,3,N,N,N,X,X,X,MID,MID
WHITE,FEMALE,TEENS,HS_GED,X,X,LIB,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,4,6,Racial Resentment Treatment Group,0,4,1,Y,X,N,N,N,N,HIGH,MID
ASIAN,MALE,TWENTIES,SOME_COLL,X,X,LIB,51k - 100k,NO,X,NO,NORTHEAST,OPPOSE,S_OPPOSE,0,3,Retail Control Group,0,4,3,X,X,X,X,X,X,MID,MID
ASIAN,FEMALE,TWENTIES,SOME_COLL,X,X,LIB,51k - 100k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,4,6,Race Neutral Control Group,0,-1,3,N,N,N,X,X,X,HIGH,MID
WHITE,MALE,TWENTIES,HS_GED,X,X,LIB,25k - 50k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,0,5,Linked Fate Treatment Group,-1,4,3,Y,Y,N,N,N,N,MID,MID
BLACK,MALE,TWENTIES,HS_GED,X,X,MOD,301k - 500k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,4,5,Racial Resentment Treatment Group,-1,3,3,Y,N,N,N,X,N,MID,MID
MIXED,MALE,TEENS,SOME_COLL,X,X,LIB,301k - 500k,NO,X,NO,SOUTHEAST,SUPPORT,SUPPORT,-1,2,Race Neutral Control Group,0,3,3,Y,Y,N,X,X,X,MID,HIGH
ASIAN,FEMALE,TEENS,HS_GED,X,X,LIB,25k - 50k,NO,X,NO,FOREIGN,NEITHER,NEITHER,0,6,Retail Control Group,-3,3,3,X,X,X,X,X,X,HIGH,MID
WHITE,MALE,TWENTIES,HS_GED,X,X,LIB,25k - 50k,NO,X,NO,FOREIGN,NEITHER,NEITHER,0,4,Racial Resentment Treatment Group,-1,4,2,Y,Y,X,X,N,N,MID,MID
WHITE,FEMALE,TWENTIES,SOME_COLL,X,X,MOD,51k - 100k,NO,X,NO,SOUTHWEST,SUPPORT,NEITHER,2,1,Linked Fate Treatment Group,-3,0,-1,Y,Y,Y,N,N,N,MID,MID
WHITE,MALE,THIRTIES,HS_GED,X,X,LIB,51k - 100k,NO,X,NO,SOUTHWEST,S_SUPPORT,OPPOSE,4,7,Race Neutral Control Group,0,4,2,N,N,N,X,X,X,HIGH,MID
ND,ND,FORTIES,BACH,X,X,LIB,51k - 100k,NO,NO,NO,SOUTHWEST,SUPPORT,SUPPORT,4,3,Linked Fate Treatment Group,-2,3,0,Y,Y,N,Y,N,N,MID,MID
WHITE,MALE,TWENTIES,MAST,X,X,CON,51k - 100k,NO,NO,NO,NORTHWEST,NEITHER,NEITHER,-3,3,Retail Control Group,-3,-1,-2,X,X,X,X,X,X,MID,HIGH
WHITE,MALE,TWENTIES,BACH,X,X,LIB,51k - 100k,NO,NO,YES,SOUTHWEST,S_SUPPORT,NEITHER,0,1,Racial Resentment Treatment Group,-3,4,-2,N,N,N,N,N,N,MID,MID
WHITE,MALE,TWENTIES,MAST,X,X,LIB,101k - 300k,NO,NO,NO,SOUTHWEST,S_SUPPORT,OPPOSE,0,5,Racial Resentment Treatment Group,-1,4,2,Y,N,N,N,Y,N,MID,MID
WHITE,FEMALE,TWENTIES,BACH,X,X,MOD,25k - 50k,NO,NO,NO,SOUTHWEST,S_SUPPORT,NEITHER,3,1,Linked Fate Treatment Group,1,1,-2,Y,Y,Y,Y,N,N,MID,MID
WHITE,MALE,TWENTIES,BACH,X,X,CON,500k+,NO,NO,NO,WESTCOAST,NEITHER,OPPOSE,-1,-1,Race Neutral Control Group,-3,0,-3,X,Y,N,X,X,X,LOW,HIGH
ASIAN,MALE,TEENS,SOME_HS,X,X,CON,101k - 300k,NO,X,NO,WESTCOAST,SUPPORT,NEITHER,1,3,Retail Control Group,-1,2,2,X,X,X,X,X,X,MID,MID
MIXED,FEMALE,TWENTIES,BACH,X,X,LIB,0 - 24k,YES,NO,NO,WESTCOAST,S_SUPPORT,S_OPPOSE,6,7,Retail Control Group,-1,4,3,X,X,X,X,X,X,HIGH,LOW
ASIAN,FEMALE,FIFTIES,BACH,X,X,MOD,101k - 300k,NO,NO,YES,WESTCOAST,S_SUPPORT,SUPPORT,5,6,Racial Resentment Treatment Group,0,3,3,Y,N,N,Y,Y,N,HIGH,MID
WHITE,FEMALE,TWENTIES,SOME_COLL,X,X,LIB,25k - 50k,YES,NO,NO,FOREIGN,NEITHER,NEITHER,5,4,Linked Fate Treatment Group,3,3,3,Y,N,Y,Y,N,N,MID,MID
WHITE,FEMALE,TWENTIES,MAST,X,X,LIB,25k - 50k,NO,NO,NO,X,NEITHER,NEITHER,6,5,Race Neutral Control Group,-2,4,3,Y,Y,N,X,X,X,MID,LOW
MIXED,FEMALE,TWENTIES,SOME_COLL,X,X,CON,51k - 100k,NO,NO,NO,MIDWEST,SUPPORT,SUPPORT,2,4,Retail Control Group,-3,-1,2,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,TWENTIES,BACH,X,X,MOD,101k - 300k,NO,NO,YES,NORTHEAST,S_SUPPORT,SUPPORT,5,3,Race Neutral Control Group,-3,4,3,N,N,N,X,X,X,MID,MID
WHITE,FEMALE,TWENTIES,BACH,X,X,LIB,25k - 50k,NO,NO,NO,FOREIGN,NEITHER,NEITHER,5,4,Linked Fate Treatment Group,0,4,-2,Y,Y,N,N,Y,N,MID,MID
BLACK,MALE,TWENTIES,BACH,X,X,LIB,51k - 100k,YES,YES,YES,MIDWEST,S_SUPPORT,OPPOSE,1,7,Racial Resentment Treatment Group,1,4,0,N,N,N,N,Y,N,HIGH,MID
